source,cpi_code,cpi_item,code,link_id,name,product_name,brand,weight,item_unit,base_unit,stock,price,discount_price,url,image_url,category_l1,category_l2,lebanon_category,date
tawfeer,11108,White flour-local,55616,55616,Joud Flour Extra 900G,Joud Flour Extra 900G,,900G,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/55616/Joud%20Flour%20Extra%20900G,,,,111 - Bread and Cereals,2026-06-14
tawfeer,11101,Wheat (local),51057,51057,Joud Peeled Wheat 900G,Joud Peeled Wheat 900G,,900G,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/51057/Joud%20Peeled%20Wheat%20900G,,,,111 - Bread and Cereals,2026-06-14
tawfeer,11116,Rice American(all kinds),55613,55613,Joud American Rice 900G,Joud American Rice 900G,,900G,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/55613/Joud%20American%20Rice%20900G,,,,111 - Bread and Cereals,2026-06-14
tawfeer,11103,Wheat (ground),49859,49859,Deroni Pulses Brown Hard Bourghol 900G,Deroni Pulses Brown Hard Bourghol 900G,,900G,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/49859/Deroni%20Pulses%20Brown%20Hard%20Bourghol%20900G,,,,111 - Bread and Cereals,2026-06-14
tawfeer,11103,Wheat (ground),56559,56559,Joud Brown Hard Bourghoul 900G,Joud Brown Hard Bourghoul 900G,,900G,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/56559/Joud%20Brown%20Hard%20Bourghoul%20900G,,,,111 - Bread and Cereals,2026-06-14
tawfeer,11115,Rice-Indian (Mezza-all kinds),65071,65071,Abu Rashed Indian Basmati Rice 4Kg,Abu Rashed Indian Basmati Rice 4Kg,,4KG,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/65071/Abu%20Rashed%20Indian%20Basmati%20Rice%204Kg,,,,111 - Bread and Cereals,2026-06-14
tawfeer,11103,Wheat (ground),56447,56447,Joud White Hard Bourghoul 900G,Joud White Hard Bourghoul 900G,,900G,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/56447/Joud%20White%20Hard%20Bourghoul%20900G,,,,111 - Bread and Cereals,2026-06-14
tawfeer,11114,"Rice-Phwar, bsmati, Anbar",60205,60205,Joud Basmati Rice 4Kg,Joud Basmati Rice 4Kg,,4KG,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/60205/Joud%20Basmati%20Rice%204Kg,,,,111 - Bread and Cereals,2026-06-14
tawfeer,11117,White rice,83201,83201,Deroni Italian Type Rice 900G,Deroni Italian Type Rice 900G,,900G,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/83201/Deroni%20Italian%20Type%20Rice%20900G,,,,111 - Bread and Cereals,2026-06-14
tawfeer,11117,White rice,54978,54978,Joud Italian Rice 900G,Joud Italian Rice 900G,,900G,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/54978/Joud%20Italian%20Rice%20900G,,,,111 - Bread and Cereals,2026-06-14
tawfeer,11117,White rice,451272,451272,Deroni Egyptian Rice 4Kg + 1Kg Free,Deroni Egyptian Rice 4Kg + 1Kg Free,,4KG,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/451272/Deroni%20Egyptian%20Rice%204Kg%20+%201Kg%20Free,,,,111 - Bread and Cereals,2026-06-14
tawfeer,11117,White rice,54983,54983,Joud Egyptian Rice 4Kg,Joud Egyptian Rice 4Kg,,4KG,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/54983/Joud%20Egyptian%20Rice%204Kg,,,,111 - Bread and Cereals,2026-06-14
tawfeer,11122,Vermicelli,462977,462977,Panzani Vermicelli 500G,Panzani Vermicelli 500G,,500G,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/462977/Panzani%20Vermicelli%20500G,,,,111 - Bread and Cereals,2026-06-14
tawfeer,11124,Macaroni- Spaghetti,425249,4930156,Barilla Spaghetti N' 3 500G,Barilla Spaghetti N' 3 500G,BARILLA,500G,piece,,True,1.59,1.59,https://shop.tawfeer.market/shop/stores/24/Raouche/products/425249/Barilla%20Spaghetti%20N'%203%20500G,https://suppystorage.blob.core.windows.net/valeur/items/0365_1.jpg,Dry Foods & Pantry,Pasta & Spaghetti,111 - Bread and Cereals,2026-06-14
tawfeer,11129,Macaroni-Andomi (noodles,422075,4818163,Indomie Noodles Cup Vegetable 60G,Indomie Noodles Cup Vegetable 60G,INDOMIE,60G,piece,,True,0.64,0.64,https://shop.tawfeer.market/shop/stores/24/Raouche/products/422075/Indomie%20Noodles%20Cup%20Vegetable%2060G,https://suppystorage.blob.core.windows.net/valeur/items/62949.jpg,Dry Foods & Pantry,"Soups, Noodles & Ready to Cook",111 - Bread and Cereals,2026-06-14
tawfeer,11133,White bread,23931,23931,Pain D'or Arabic Bread 900G (7 Loaves),Pain D'or Arabic Bread 900G (7 Loaves),,900G,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/23931/Pain%20D'or%20Arabic%20Bread%20900G%20(7%20Loaves),,,,111 - Bread and Cereals,2026-06-14
tawfeer,11133,White bread,57040,57040,Al Forno Pita White Bread 800G,Al Forno Pita White Bread 800G,,800G,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/57040/Al%20Forno%20Pita%20White%20Bread%20800G,,,,111 - Bread and Cereals,2026-06-14
tawfeer,11134,Bread- Tamise,64357,64357,Tannour El Asser Markouk Bread Bran Brown 6 Loaves,Tannour El Asser Markouk Bread Bran Brown 6 Loaves,,,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/64357/Tannour%20El%20Asser%20Markouk%20Bread%20Bran%20Brown%206%20Loaves,,,,111 - Bread and Cereals,2026-06-14
tawfeer,11134,Bread- Tamise,347946,347946,L'oven Wrap Tannour Whole Wheat 5 Pieces,L'oven Wrap Tannour Whole Wheat 5 Pieces,,5PIECES,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/347946/L'oven%20Wrap%20Tannour%20Whole%20Wheat%205%20Pieces,,,,111 - Bread and Cereals,2026-06-14
tawfeer,11135,Bread- Samoli,18132,496748,Wooden Pain Au Lait Hot Dog 350G,Wooden Pain Au Lait Hot Dog 350G,Wooden Bakery,350G,piece,,True,2.64,2.64,https://shop.tawfeer.market/shop/stores/24/Raouche/products/18132/Wooden%20Pain%20Au%20Lait%20Hot%20Dog%20350G,https://suppystorage.blob.core.windows.net/valeur/items/43435.jpg,Bakery,Other Breads,111 - Bread and Cereals,2026-06-14
tawfeer,11135,Bread- Samoli,56750,56750,Wooden Bakery 4 King Size Subs 380G,Wooden Bakery 4 King Size Subs 380G,,380G,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/56750/Wooden%20Bakery%204%20King%20Size%20Subs%20380G,,,,111 - Bread and Cereals,2026-06-14
tawfeer,11136,Bread (toast),56114,496742,Wooden Bakery Toast Bran 130G,Wooden Bakery Toast Bran 130G,Wooden Bakery,130G,piece,,True,2.89,2.89,https://shop.tawfeer.market/shop/stores/24/Raouche/products/56114/Wooden%20Bakery%20Toast%20Bran%20130G,https://suppystorage.blob.core.windows.net/valeur/items/43102_1.jpg,Bakery,Other Breads,111 - Bread and Cereals,2026-06-14
tawfeer,11141,Croissant,25942,478400,Pain D'or Croissant Cheese 100G,Pain D'or Croissant Cheese 100G,PAIN D'OR,100G,piece,,True,0.84,0.84,https://shop.tawfeer.market/shop/stores/24/Raouche/products/25942/Pain%20D'or%20Croissant%20Cheese%20100G,https://suppystorage.blob.core.windows.net/valeur/items/141531_1.jpg,Milk & Cereals,Cereals & Oats,111 - Bread and Cereals,2026-06-14
tawfeer,11141,Croissant,33534,33534,Wooden Bakery Croissant Cheese 85G,Wooden Bakery Croissant Cheese 85G,,85G,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/33534/Wooden%20Bakery%20Croissant%20Cheese%2085G,,,,111 - Bread and Cereals,2026-06-14
tawfeer,11141,Croissant,86472,86472,Al Forno Croissant Cheese 1Pc,Al Forno Croissant Cheese 1Pc,,,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/86472/Al%20Forno%20Croissant%20Cheese%201Pc,,,,111 - Bread and Cereals,2026-06-14
tawfeer,11142,Bread (Shaboura),18156,496727,Wooden Bakery Kaak Finger Long Sesame 320G,Wooden Bakery Kaak Finger Long Sesame 320G,Wooden Bakery,320G,piece,,True,2.64,2.64,https://shop.tawfeer.market/shop/stores/24/Raouche/products/18156/Wooden%20Bakery%20Kaak%20Finger%20Long%20Sesame%20320G,https://suppystorage.blob.core.windows.net/valeur/items/43097.jpg,Bakery,Kaak,111 - Bread and Cereals,2026-06-14
tawfeer,11142,Bread (Shaboura),55958,496724,Wooden Bakery Kaak Finger Long 350G,Wooden Bakery Kaak Finger Long 350G,Wooden Bakery,350G,piece,,True,2.64,2.64,https://shop.tawfeer.market/shop/stores/24/Raouche/products/55958/Wooden%20Bakery%20Kaak%20Finger%20Long%20350G,https://suppystorage.blob.core.windows.net/valeur/items/43579.jpg,Bakery,Kaak,111 - Bread and Cereals,2026-06-14
tawfeer,11145,Biscuits- local,148469,1748740,Elegance Biscotto Double Chocolate Filled Biscuits 34G,Elegance Biscotto Double Chocolate Filled Biscuits 34G,ELEGANCE,34G,piece,,True,0.24,0.24,https://shop.tawfeer.market/shop/stores/24/Raouche/products/148469/Elegance%20Biscotto%20Double%20Chocolate%20Filled%20Biscuits%2034G,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_560145_1.jpg,Snacks & Candy,Biscuits,111 - Bread and Cereals,2026-06-14
tawfeer,11145,Biscuits- local,31799,479858,Mastro Choc-Olé Biscuit Vanilla Cream 60G,Mastro Choc-Olé Biscuit Vanilla Cream 60G,MASTRO,60G,piece,,True,0.39,0.39,https://shop.tawfeer.market/shop/stores/24/Raouche/products/31799/Mastro%20Choc-Ol%C3%A9%20Biscuit%20Vanilla%20Cream%2060G,https://suppystorage.blob.core.windows.net/valeur/items/151214.jpg,Snacks & Candy,Biscuits,111 - Bread and Cereals,2026-06-14
tawfeer,11145,Biscuits- local,31340,481278,Mastro Biscuit Marie 8 Pieces 75G,Mastro Biscuit Marie 8 Pieces 75G,MASTRO,75G,piece,,True,2.65,2.65,https://shop.tawfeer.market/shop/stores/24/Raouche/products/31340/Mastro%20Biscuit%20Marie%208%20Pieces%2075G,https://suppystorage.blob.core.windows.net/valeur/items/155293.jpg,Snacks & Candy,Biscuits,111 - Bread and Cereals,2026-06-14
tawfeer,11146,Biscuits- imported,422874,4844690,Oreo Cookie Biscuit 38G,Oreo Cookie Biscuit 38G,OREO,38G,piece,,True,0.33,0.33,https://shop.tawfeer.market/shop/stores/24/Raouche/products/422874/Oreo%20Cookie%20Biscuit%2038G,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_284407_1.jpg,Snacks & Candy,Biscuits,111 - Bread and Cereals,2026-06-14
tawfeer,11146,Biscuits- imported,26419,7085856,Lotus Biscoff Biscuit 25G,Lotus Biscoff Biscuit 25G,lotus,25G,piece,,True,0.39,0.39,https://shop.tawfeer.market/shop/stores/24/Raouche/products/26419/Lotus%20Biscoff%20Biscuit%2025G,https://suppystorage.blob.core.windows.net/valeur/items/125682_1.jpg,Snacks & Candy,Biscuits,111 - Bread and Cereals,2026-06-14
tawfeer,11146,Biscuits- imported,19081,573758,Ulker Halley Chocolate 30G,Ulker Halley Chocolate 30G,ULKER,30G,piece,,True,0.29,0.29,https://shop.tawfeer.market/shop/stores/24/Raouche/products/19081/Ulker%20Halley%20Chocolate%2030G,https://suppystorage.blob.core.windows.net/valeur/items/5453.jpg,Snacks & Candy,Biscuits,111 - Bread and Cereals,2026-06-14
tawfeer,11146,Biscuits- imported,26318,1656307,Mcvities To Go Milk Biscuits Chocolate 33.3G,Mcvities To Go Milk Biscuits Chocolate 33.3G,McVities,33.3G,piece,,True,0.84,0.84,https://shop.tawfeer.market/shop/stores/24/Raouche/products/26318/Mcvities%20To%20Go%20Milk%20Biscuits%20Chocolate%2033.3G,https://suppystorage.blob.core.windows.net/valeur/items/126732_1.jpg,Snacks & Candy,Biscuits,111 - Bread and Cereals,2026-06-14
tawfeer,11149,Corn Flakes,61510,748136,Poppins Corn Flakes 350G,Poppins Corn Flakes 350G,POPPINS,350G,piece,,True,2.89,2.89,https://shop.tawfeer.market/shop/stores/24/Raouche/products/61510/Poppins%20Corn%20Flakes%20350G,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_276952_1.jpg,Milk & Cereals,Cereals & Oats,111 - Bread and Cereals,2026-06-14
tawfeer,11149,Corn Flakes,57727,554005,Poppins Choco Flakes 350G,Poppins Choco Flakes 350G,POPPINS,350G,piece,,True,3.49,3.49,https://shop.tawfeer.market/shop/stores/24/Raouche/products/57727/Poppins%20Choco%20Flakes%20350G,https://suppystorage.blob.core.windows.net/valeur/items/177544.jpg,Milk & Cereals,Cereals & Oats,111 - Bread and Cereals,2026-06-14
tawfeer,11151,Dough,51513,505548,Lamesa Frozen Pizza Dough 1Kg,Lamesa Frozen Pizza Dough 1Kg,Lamesa,1KG,piece,,True,4.94,4.94,https://shop.tawfeer.market/shop/stores/24/Raouche/products/51513/Lamesa%20Frozen%20Pizza%20Dough%201Kg,https://suppystorage.blob.core.windows.net/valeur/items/166176_1.jpg,Frozen Food,Ready Meals,111 - Bread and Cereals,2026-06-14
tawfeer,11153,Doughnut,74253,874979,Donut Glazed - دونات سادة,Donut Glazed - دونات سادة,Wooden Bakery,,piece,,True,1.24,1.24,https://shop.tawfeer.market/shop/stores/24/Raouche/products/74253/Donut%20Glazed%20-%20%D8%AF%D9%88%D9%86%D8%A7%D8%AA%20%D8%B3%D8%A7%D8%AF%D8%A9,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_284125_1.jpg,Bakery,Chilled Bakery,111 - Bread and Cereals,2026-06-14
tawfeer,11155,Knefeh,73772,867218,Tony's Food Frozen Kunafa Dough 690G,Tony's Food Frozen Kunafa Dough 690G,TONY'S FOOD,690G,piece,,True,3.29,3.29,http://shop.tawfeer.market/shop/stores/24/Raouche/products/73772/Tony's%20Food%20Frozen%20Kunafa%20Dough%20690G,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_280037_1.jpg,Frozen Food,Ready Meals,111 - Bread and Cereals,2026-06-14
tawfeer,11160,Mamoul,61600,748101,Farhat Bakery Ghraybe Yansoun Round 300G,Farhat Bakery Ghraybe Yansoun Round 300G,FARHAT BAKERY,300G,piece,,True,2.09,2.09,https://shop.tawfeer.market/shop/stores/24/Raouche/products/61600/Farhat%20Bakery%20Ghraybe%20Yansoun%20Round%20300G,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_277912_1.jpg,Bakery,Baked Desserts,111 - Bread and Cereals,2026-06-14
tawfeer,11208,"Liver or kidneys,tongues",52639,477297,Wilco Chicken Liver Prepacked,Wilco Chicken Liver Prepacked,WILCO,,1Kg,g,True,3.39,3.39,https://shop.tawfeer.market/shop/stores/24/Raouche/products/52639/Wilco%20Chicken%20Liver%20Prepacked,https://suppystorage.blob.core.windows.net/valeur/items/TAWF0166_2.jpg,Meat & Poultry,Poultry,112 - Meat and Poultry,2026-06-14
tawfeer,11226,"Fresh chicken ,local",56971,56971,Tanmia Chicken Filet 900G,Tanmia Chicken Filet 900G,,900G,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/56971/Tanmia%20Chicken%20Filet%20900G,,,,112 - Meat and Poultry,2026-06-14
tawfeer,11227,"Frozen chicken, local",55755,482768,Whole Chicken - فروج كامل,Whole Chicken - فروج كامل,tanmia,,piece of ~1.75Kg,g,True,3.49,6.11,https://shop.tawfeer.market/shop/stores/24/Raouche/products/55755/Whole%20Chicken%20-%20%D9%81%D8%B1%D9%88%D8%AC%20%D9%83%D8%A7%D9%85%D9%84,https://suppystorage.blob.core.windows.net/valeur/items/TAWF0490_1.jpg,Meat & Poultry,Poultry,112 - Meat and Poultry,2026-06-14
tawfeer,11229,"Chicken-minced, local",52293,477583,Fresh Chicken Shawarma - شاورما الدجاج,Fresh Chicken Shawarma - شاورما الدجاج,TAWFEER,,500g,g,True,8.44,4.22,https://shop.tawfeer.market/shop/stores/24/Raouche/products/52293/Fresh%20Chicken%20Shawarma%20-%20%D8%B4%D8%A7%D9%88%D8%B1%D9%85%D8%A7%20%D8%A7%D9%84%D8%AF%D8%AC%D8%A7%D8%AC,https://suppystorage.blob.core.windows.net/valeur/items/TAWF0159_1.jpg,Meat & Poultry,Poultry,112 - Meat and Poultry,2026-06-14
tawfeer,11241,"Hamburger chicken (Fresh,Frozen)",379254,4497100,Joud Frozen Chicken Breaded Burger 750G,Joud Frozen Chicken Breaded Burger 750G,JOUD,750G,piece,,True,3.99,3.99,https://shop.tawfeer.market/shop/stores/24/Raouche/products/379254/Joud%20Frozen%20Chicken%20Breaded%20Burger%20750G,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_697981_1.jpg,Frozen Food,Meat & Poultry,112 - Meat and Poultry,2026-06-14
tawfeer,11244,Chicken legs,55231,55231,Chicken Legs - فخاد دجاج,Chicken Legs - فخاد دجاج,,,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/55231/Chicken%20Legs%20-%20%D9%81%D8%AE%D8%A7%D8%AF%20%D8%AF%D8%AC%D8%A7%D8%AC,,,,112 - Meat and Poultry,2026-06-14
tawfeer,11245,"Pieces of chicken chests & wings (fresh, frozen)",56973,56973,Tanmia Fresh Whole Wings 900G,Tanmia Fresh Whole Wings 900G,,900G,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/56973/Tanmia%20Fresh%20Whole%20Wings%20900G,,,,112 - Meat and Poultry,2026-06-14
tawfeer,11310,"Other fresh fish,  specify",34065,480589,Siblou Frozen Salmon Fillets 450G,Siblou Frozen Salmon Fillets 450G,Siblou,450G,piece,,True,24.74,24.74,https://shop.tawfeer.market/shop/stores/24/Raouche/products/34065/Siblou%20Frozen%20Salmon%20Fillets%20450G,https://suppystorage.blob.core.windows.net/valeur/items/37256_1.jpg,Frozen Food,Seafood,113 - Fish and Seafood,2026-06-14
tawfeer,11312,"Fresh shrimp,scaled",17721,2464847,Siblou Frozen Whole Shrimps Pacific White 16/20 1Kg,Siblou Frozen Whole Shrimps Pacific White 16/20 1Kg,Siblou,1KG,piece,,True,15.99,15.99,https://shop.tawfeer.market/shop/stores/24/Raouche/products/17721/Siblou%20Frozen%20Whole%20Shrimps%20Pacific%20White%2016%2F20%201Kg,https://suppystorage.blob.core.windows.net/valeur/items/65388_1.jpg,Frozen Food,Seafood,113 - Fish and Seafood,2026-06-14
tawfeer,11318,"Canned tuna, imported",18024,498244,Plein Soleil White Tuna In Oil 185G,Plein Soleil White Tuna In Oil 185G,Plein Soleil,185G,piece,,True,1.64,1.64,https://shop.tawfeer.market/shop/stores/24/Raouche/products/18024/Plein%20Soleil%20White%20Tuna%20In%20Oil%20185G,https://suppystorage.blob.core.windows.net/valeur/items/44426_1.jpg,"Canned Food, Jars & Packets",Seafood,113 - Fish and Seafood,2026-06-14
tawfeer,11318,"Canned tuna, imported",28914,28914,Monarch White Tuna In Sunflower Oil 185G,Monarch White Tuna In Sunflower Oil 185G,,185G,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/28914/Monarch%20White%20Tuna%20In%20Sunflower%20Oil%20185G,,,,113 - Fish and Seafood,2026-06-14
tawfeer,11318,"Canned tuna, imported",37669,1574936,Rio Mare Light Tuna In Olive Oil 160G,Rio Mare Light Tuna In Olive Oil 160G,RIO MARE,160G,piece,,True,3.14,3.14,https://shop.tawfeer.market/shop/stores/24/Raouche/products/37669/Rio%20Mare%20Light%20Tuna%20In%20Olive%20Oil%20160G,https://suppystorage.blob.core.windows.net/valeur/items/60529.jpg,"Canned Food, Jars & Packets",Seafood,113 - Fish and Seafood,2026-06-14
tawfeer,11401,"Fresh milk, local",33607,480302,Candia Fresh Milk Silhouette 1L,Candia Fresh Milk Silhouette 1L,candia,1L,piece,,True,2.09,2.09,https://shop.tawfeer.market/shop/stores/24/Raouche/products/33607/Candia%20Fresh%20Milk%20Silhouette%201L,https://suppystorage.blob.core.windows.net/valeur/items/7619.jpg,Milk & Cereals,Liquid Milk,"114 - Milk, Products & Eggs",2026-06-14
tawfeer,11402,Canned fresh milk with flavours,28611,480019,Iceberg Milk Shake Chocolate 180Ml,Iceberg Milk Shake Chocolate 180Ml,Iceberg,180ML,piece,,True,0.49,0.49,https://shop.tawfeer.market/shop/stores/24/Raouche/products/28611/Iceberg%20Milk%20Shake%20Chocolate%20180Ml,https://suppystorage.blob.core.windows.net/valeur/items/17204.jpg,Beverages,Milkshakes,"114 - Milk, Products & Eggs",2026-06-14
